case_id,category,local_index,expected_valid,observed_valid,expected_first_control,observed_first_control,expected_control_hit,false_accept,false_reject,clean_rejection,artifact_hash,elapsed_seconds,detail
invalid-semantic_hash-0035,semantic_hash,35,False,False,semantic_problem_hash,semantic_problem_hash,True,False,False,True,e3d6090c8ff3407df78a30c99c069873b6cf7c30eec6dff0eac0d07e214d42fd,0.075828166,artifact source hash matches independently canonicalized problem
invalid-semantic_hash-0036,semantic_hash,36,False,False,semantic_problem_hash,semantic_problem_hash,True,False,False,True,34da969a764f2eb9567e1eb6caae69e47aae147ef9e7d7edf6c0dca567999c8e,0.102950917,artifact source hash matches independently canonicalized problem
invalid-semantic_hash-0037,semantic_hash,37,False,False,semantic_problem_hash,semantic_problem_hash,True,False,False,True,3bc794e7894cde5835bc02ec74fc54c4e1d35ae0aa51d953dd55a68d9bab1555,0.086137458,artifact source hash matches independently canonicalized problem
invalid-semantic_hash-0038,semantic_hash,38,False,False,semantic_problem_hash,semantic_problem_hash,True,False,False,True,fef77d7e7a3dbd5804774a2a7c7fa4a1c9ab7a167018de6b61f3328dfba701ae,0.074392083,artifact source hash matches independently canonicalized problem
invalid-semantic_hash-0039,semantic_hash,39,False,False,semantic_problem_hash,semantic_problem_hash,True,False,False,True,2f0993ae4cd97fae033623338e314beb6f3cdcf01c669cf8a733ccdaa3de3080,0.074950958,artifact source hash matches independently canonicalized problem
invalid-semantic_hash-0040,semantic_hash,40,False,False,semantic_problem_hash,semantic_problem_hash,True,False,False,True,78364c2b2ac052ab4a381c95b60bbbce0b0d87a94a18dd414ea9001167c64f21,0.075119000,artifact source hash matches independently canonicalized problem
invalid-semantic_hash-0041,semantic_hash,41,False,False,semantic_problem_hash,semantic_problem_hash,True,False,False,True,f63ce0c22a8d52dcc667ebdd79d92182459b33ab6765036934ffa92669aaa6a1,0.074656709,artifact source hash matches independently canonicalized problem
invalid-semantic_hash-0042,semantic_hash,42,False,False,semantic_problem_hash,semantic_problem_hash,True,False,False,True,20a34947bee98a75551c696380b305692830477bfaabf5d6a33203f342408c96,0.074885166,artifact source hash matches independently canonicalized problem
invalid-semantic_hash-0043,semantic_hash,43,False,False,semantic_problem_hash,semantic_problem_hash,True,False,False,True,67b9d64a83d26e0137efecd0296f2c6d95ec285b6cf0724319e80fad29ceda71,0.074953167,artifact source hash matches independently canonicalized problem
invalid-semantic_hash-0044,semantic_hash,44,False,False,semantic_problem_hash,semantic_problem_hash,True,False,False,True,2ec61f6344d82831e64f3215a619b38d9ca0256bc9b787189eb99168119f92c7,0.075478541,artifact source hash matches independently canonicalized problem
invalid-semantic_hash-0045,semantic_hash,45,False,False,semantic_problem_hash,semantic_problem_hash,True,False,False,True,3e0d15cf4df98f1d9065c84193c950bb5e215243c341ec91c5f135a55135a94c,0.075050125,artifact source hash matches independently canonicalized problem
invalid-semantic_hash-0046,semantic_hash,46,False,False,semantic_problem_hash,semantic_problem_hash,True,False,False,True,d0be00fd999f79ea8b18b9dbb1f390409b348a1cd946ea990d4cbf3d979809df,0.075042000,artifact source hash matches independently canonicalized problem
invalid-semantic_hash-0047,semantic_hash,47,False,False,semantic_problem_hash,semantic_problem_hash,True,False,False,True,220b9a45b55a44c1c2aa12258faa6f8ad6d296fcbb6e6ed3c3a93e5367f343d4,0.074831000,artifact source hash matches independently canonicalized problem
invalid-semantic_hash-0048,semantic_hash,48,False,False,semantic_problem_hash,semantic_problem_hash,True,False,False,True,52ca0e3d25c03e769fc98ea1869d02321a11d7e0e4d81f7165fd0d805ceeeab4,0.075482625,artifact source hash matches independently canonicalized problem
invalid-semantic_hash-0049,semantic_hash,49,False,False,semantic_problem_hash,semantic_problem_hash,True,False,False,True,c31f22e88f6d30a8b7dc4b5ad9373fd75062bfc7bdeb072dd23e16ac13c72be4,0.075613417,artifact source hash matches independently canonicalized problem
invalid-semantic_hash-0050,semantic_hash,50,False,False,semantic_problem_hash,semantic_problem_hash,True,False,False,True,55c70b54868a0cc206bb1a01a6c401adbe8058ad88e264522009185c0bcaa908,0.076458625,artifact source hash matches independently canonicalized problem
invalid-semantic_hash-0051,semantic_hash,51,False,False,semantic_problem_hash,semantic_problem_hash,True,False,False,True,db5afd48482703c2cd3fe8fc973d048ac35500bb535a4571b39abdbe46f25979,0.075669541,artifact source hash matches independently canonicalized problem
invalid-semantic_hash-0052,semantic_hash,52,False,False,semantic_problem_hash,semantic_problem_hash,True,False,False,True,3e63b4d63fd29a83ada46de58b2127a048046bb8c4baebf77f0800dc5b375dee,0.075544958,artifact source hash matches independently canonicalized problem
invalid-semantic_hash-0053,semantic_hash,53,False,False,semantic_problem_hash,semantic_problem_hash,True,False,False,True,f00e9022532bd367e0fe4896b7ac6288e64cb77901fcd587d45e9f840fda2524,0.076445708,artifact source hash matches independently canonicalized problem
invalid-semantic_hash-0054,semantic_hash,54,False,False,semantic_problem_hash,semantic_problem_hash,True,False,False,True,86def55661885b9f390da45ab3241cbb86be566042e3f3642c124631c2aaf3f6,0.075716584,artifact source hash matches independently canonicalized problem
invalid-semantic_hash-0055,semantic_hash,55,False,False,semantic_problem_hash,semantic_problem_hash,True,False,False,True,6bf5a88dce590ce24ad3a9457699630d0b9989c8ee9d3e8366c58ddc33bae0c1,0.075436041,artifact source hash matches independently canonicalized problem
invalid-semantic_hash-0056,semantic_hash,56,False,False,semantic_problem_hash,semantic_problem_hash,True,False,False,True,78d2a0be70fb92b210f7547a77cbf89b4c2212c29f92f708fb780aadc11796c4,0.075764125,artifact source hash matches independently canonicalized problem
invalid-semantic_hash-0057,semantic_hash,57,False,False,semantic_problem_hash,semantic_problem_hash,True,False,False,True,1f49d580a4aeb0e347dbc135ffcd03da1c33323218157f3af76fac05e0c860a7,0.076013333,artifact source hash matches independently canonicalized problem
invalid-semantic_hash-0058,semantic_hash,58,False,False,semantic_problem_hash,semantic_problem_hash,True,False,False,True,52392226651f570bcfc3e64195032f3d5c836743287f621abd92c66f816a3a0d,0.075653250,artifact source hash matches independently canonicalized problem
invalid-semantic_hash-0059,semantic_hash,59,False,False,semantic_problem_hash,semantic_problem_hash,True,False,False,True,e67ddf620bf3c02f04bb20b984e052bfe0805320615c266ee971ab928562cf4b,0.076036791,artifact source hash matches independently canonicalized problem
invalid-semantic_hash-0060,semantic_hash,60,False,False,semantic_problem_hash,semantic_problem_hash,True,False,False,True,443a43796ab06b3262a087352802ac0913fd9fda77d3abeae2c129363c37e68c,0.075181750,artifact source hash matches independently canonicalized problem
invalid-semantic_hash-0061,semantic_hash,61,False,False,semantic_problem_hash,semantic_problem_hash,True,False,False,True,d043cfd48010ddfbca78d7283a9843d430a3ca8593c2f73267aa286499ee6534,0.076165542,artifact source hash matches independently canonicalized problem
invalid-semantic_hash-0062,semantic_hash,62,False,False,semantic_problem_hash,semantic_problem_hash,True,False,False,True,4e6c658ab6ea0adc4ac00149c2dab65d09c827ce9805878d9742f116d1d208a4,0.075542208,artifact source hash matches independently canonicalized problem
invalid-semantic_hash-0063,semantic_hash,63,False,False,semantic_problem_hash,semantic_problem_hash,True,False,False,True,cd2d4606e31d7ccf34e19a7350c890f9fd22feadef8b2e7ef0e0b8addeed0c7e,0.075835542,artifact source hash matches independently canonicalized problem
invalid-semantic_hash-0064,semantic_hash,64,False,False,semantic_problem_hash,semantic_problem_hash,True,False,False,True,56b2a503382e7ebb15d501a9e88f2565d8ff99dd21f49ee2561ae0fd4aae403a,0.076364875,artifact source hash matches independently canonicalized problem
invalid-semantic_hash-0065,semantic_hash,65,False,False,semantic_problem_hash,semantic_problem_hash,True,False,False,True,76bc5d9acfce77eafc507989b3e326e769df4d97be9fb577bb974e9d16394f77,0.075987375,artifact source hash matches independently canonicalized problem
invalid-semantic_hash-0066,semantic_hash,66,False,False,semantic_problem_hash,semantic_problem_hash,True,False,False,True,3b63104d29fcd27e97e5f67d6322ba203a45a812d9db4abf199d26759e1e4297,0.074724792,artifact source hash matches independently canonicalized problem
invalid-semantic_hash-0067,semantic_hash,67,False,False,semantic_problem_hash,semantic_problem_hash,True,False,False,True,9ca625110afdc59c31c76496a1d897c30ac2055ccfab7f9639815e55ae6320b2,0.075670042,artifact source hash matches independently canonicalized problem
invalid-semantic_hash-0068,semantic_hash,68,False,False,semantic_problem_hash,semantic_problem_hash,True,False,False,True,13b038a2ef6d0e4ec106626c3889800bb8d0218d0433b07e97e997573f39e546,0.074451292,artifact source hash matches independently canonicalized problem
invalid-semantic_hash-0069,semantic_hash,69,False,False,semantic_problem_hash,semantic_problem_hash,True,False,False,True,da70596b927ca3216ccb50db8d14395f575126907d597b0cd64e047f06bf3cff,0.075399708,artifact source hash matches independently canonicalized problem
invalid-semantic_hash-0070,semantic_hash,70,False,False,semantic_problem_hash,semantic_problem_hash,True,False,False,True,567734b61ca02c4e46f25f9805b1131e787b8cce32a32cc7b00a699808f98877,0.075031875,artifact source hash matches independently canonicalized problem
invalid-semantic_hash-0071,semantic_hash,71,False,False,semantic_problem_hash,semantic_problem_hash,True,False,False,True,f72e4f36fafe3e188c062583ceafc28dd3329b8b2480715c03d1102ea4e223a5,0.074294958,artifact source hash matches independently canonicalized problem
invalid-semantic_hash-0072,semantic_hash,72,False,False,semantic_problem_hash,semantic_problem_hash,True,False,False,True,615fb8448797e67f787da48f5fb61c35dacab81d4d682258fc84fbdf3a5c1d94,0.074998458,artifact source hash matches independently canonicalized problem
invalid-semantic_hash-0073,semantic_hash,73,False,False,semantic_problem_hash,semantic_problem_hash,True,False,False,True,8d0f82e70b2c3038267e1a9ed722d2c8d9b86b0412323da6645d44cbf1c83367,0.075497500,artifact source hash matches independently canonicalized problem
invalid-semantic_hash-0074,semantic_hash,74,False,False,semantic_problem_hash,semantic_problem_hash,True,False,False,True,1ec1a91f2b7456631b6c82e776fad04e9835e95d2c71304466c5e4b66b7625ed,0.075142708,artifact source hash matches independently canonicalized problem
invalid-semantic_hash-0075,semantic_hash,75,False,False,semantic_problem_hash,semantic_problem_hash,True,False,False,True,5dacb949b4cb959d1738bebfeea9d5499a2d97df49852de4e8404e5d25fddbf8,0.075371083,artifact source hash matches independently canonicalized problem
invalid-semantic_hash-0076,semantic_hash,76,False,False,semantic_problem_hash,semantic_problem_hash,True,False,False,True,c864bb1d1fe6a29c5615bf74e79f73d97e569bc08955179eb1f325a544baf872,0.076039667,artifact source hash matches independently canonicalized problem
invalid-semantic_hash-0077,semantic_hash,77,False,False,semantic_problem_hash,semantic_problem_hash,True,False,False,True,7853dd170da2817145ed1136af3516238bf9a389bedf7e70534d7dffd628b494,0.075788375,artifact source hash matches independently canonicalized problem
invalid-semantic_hash-0078,semantic_hash,78,False,False,semantic_problem_hash,semantic_problem_hash,True,False,False,True,7e0cbdf05468041a9bfb64d9aece4c7d4c73e7bb525772371794473f319e83fd,0.075515500,artifact source hash matches independently canonicalized problem
invalid-semantic_hash-0079,semantic_hash,79,False,False,semantic_problem_hash,semantic_problem_hash,True,False,False,True,5245a0ddb1a179ac91b23b0387c9041a4d0735f9f6d5082610d093bcc3f1029d,0.075552583,artifact source hash matches independently canonicalized problem
invalid-semantic_hash-0080,semantic_hash,80,False,False,semantic_problem_hash,semantic_problem_hash,True,False,False,True,7ed3e712fc3da3cd980d08f0a0941f5607bc7da3e5d27098615c8731bb83de72,0.076033291,artifact source hash matches independently canonicalized problem
invalid-semantic_hash-0081,semantic_hash,81,False,False,semantic_problem_hash,semantic_problem_hash,True,False,False,True,3cb4e096aa35797d788fcc6fde050d743210c50ae8b90b55f10d19bbe483bcbb,0.076092208,artifact source hash matches independently canonicalized problem
invalid-semantic_hash-0082,semantic_hash,82,False,False,semantic_problem_hash,semantic_problem_hash,True,False,False,True,23dcfe3880363c2bedba7d27c3bdcb3d165f91338f8abb78a217460e8d849cff,0.074900792,artifact source hash matches independently canonicalized problem
invalid-semantic_hash-0083,semantic_hash,83,False,False,semantic_problem_hash,semantic_problem_hash,True,False,False,True,ba6427ecd2572e32390a49bc6b210919c67b89a8878004fe63f0918def1f3795,0.075794375,artifact source hash matches independently canonicalized problem
invalid-semantic_hash-0084,semantic_hash,84,False,False,semantic_problem_hash,semantic_problem_hash,True,False,False,True,28676e09faf84770cca2f93c9f6bd35904bc93f4cee96390b979f84bceef0b2b,0.075925625,artifact source hash matches independently canonicalized problem
invalid-semantic_hash-0085,semantic_hash,85,False,False,semantic_problem_hash,semantic_problem_hash,True,False,False,True,1d96cc94a9dd2fafe3f8fef2da263b003cab0d1c3f0e0f6a99ee51bd9bf73396,0.075584709,artifact source hash matches independently canonicalized problem
invalid-semantic_hash-0086,semantic_hash,86,False,False,semantic_problem_hash,semantic_problem_hash,True,False,False,True,3914617c276c0e78a2954eeea71fc0f8fd6e786c8e617493cf190f398a82948c,0.076289625,artifact source hash matches independently canonicalized problem
invalid-semantic_hash-0087,semantic_hash,87,False,False,semantic_problem_hash,semantic_problem_hash,True,False,False,True,b5a7337390425e988c4a3a9a7f660489b2748bc1a108c1c2f6e1ec02c7d458fd,0.075050834,artifact source hash matches independently canonicalized problem
invalid-semantic_hash-0088,semantic_hash,88,False,False,semantic_problem_hash,semantic_problem_hash,True,False,False,True,3c9b92a9fe5065fa3f1447cdfaea452cdf9d53ec875b9e11efa144f4ab83a555,0.074901125,artifact source hash matches independently canonicalized problem
invalid-semantic_hash-0089,semantic_hash,89,False,False,semantic_problem_hash,semantic_problem_hash,True,False,False,True,404eadf994f853800c066023402d76a32da218f5732e1ad91f6b37a420b3587b,0.076774792,artifact source hash matches independently canonicalized problem
invalid-semantic_hash-0090,semantic_hash,90,False,False,semantic_problem_hash,semantic_problem_hash,True,False,False,True,0133f7a44361e210f1ba439d3421fe21d15922af685f25579c71c7bc47ec6a2e,0.077238500,artifact source hash matches independently canonicalized problem
invalid-semantic_hash-0091,semantic_hash,91,False,False,semantic_problem_hash,semantic_problem_hash,True,False,False,True,03257ffa0f988a8560a4e28cf5f66a43cd5fb0cd9e4fd2e3cc06a4e1d6bd0992,0.075248667,artifact source hash matches independently canonicalized problem
invalid-semantic_hash-0092,semantic_hash,92,False,False,semantic_problem_hash,semantic_problem_hash,True,False,False,True,f987b90e2f50735a3de1fa3d44c64c420f3fa17b43fb07e08089b90846e73258,0.076344875,artifact source hash matches independently canonicalized problem
invalid-semantic_hash-0093,semantic_hash,93,False,False,semantic_problem_hash,semantic_problem_hash,True,False,False,True,cc6f803fe54473bdf5b5c44124913a36f144606bfda3192696bccc2699e500f9,0.076689958,artifact source hash matches independently canonicalized problem
invalid-semantic_hash-0094,semantic_hash,94,False,False,semantic_problem_hash,semantic_problem_hash,True,False,False,True,f37964927a69af2b5b6364e3765fb684f17a165512cbb679e6e8e1ae281acdc0,0.075725584,artifact source hash matches independently canonicalized problem
invalid-semantic_hash-0095,semantic_hash,95,False,False,semantic_problem_hash,semantic_problem_hash,True,False,False,True,99cf730b1ba4f3aa4df26696fc89fb7cf46d047cb05540dc9762f6c091c59ad0,0.074895833,artifact source hash matches independently canonicalized problem
invalid-semantic_hash-0096,semantic_hash,96,False,False,semantic_problem_hash,semantic_problem_hash,True,False,False,True,85fba2e52ba18996774e437f865589d57c0658c02d0027fbec8858f40c869648,0.075630417,artifact source hash matches independently canonicalized problem
invalid-semantic_hash-0097,semantic_hash,97,False,False,semantic_problem_hash,semantic_problem_hash,True,False,False,True,04139828a7df8b0e237a5410454f6ef05eed801dcc1293b7b1f6cccb64111c71,0.076425666,artifact source hash matches independently canonicalized problem
invalid-semantic_hash-0098,semantic_hash,98,False,False,semantic_problem_hash,semantic_problem_hash,True,False,False,True,6b27b37d9535e9721b92bff882ac00466d236b1706c792408974207325068e23,0.075014667,artifact source hash matches independently canonicalized problem
invalid-semantic_hash-0099,semantic_hash,99,False,False,semantic_problem_hash,semantic_problem_hash,True,False,False,True,2ce0494899d7312a157010d9c38248dbd283a22679d57e693bef66dfe5188fbd,0.075976125,artifact source hash matches independently canonicalized problem
invalid-document_hash-0000,document_hash,0,False,False,document_hash,document_hash,True,False,False,True,3d4a729c1e63020d33c41acca6b325c187f738a35520cc71781af0422f2cbea6,0.075822709,artifact document hash matches exact problem document
invalid-document_hash-0001,document_hash,1,False,False,document_hash,document_hash,True,False,False,True,de37d23b5fb6f927cadf4951117adec694ac0a9c60e5d0d69d57ea5793ee35d0,0.075836083,artifact document hash matches exact problem document
invalid-document_hash-0002,document_hash,2,False,False,document_hash,document_hash,True,False,False,True,7d3e2e7a6cb590255232ab515bf4d04476ef4a3a7bf5cbfeaba1aaf288ee95b3,0.076715625,artifact document hash matches exact problem document
invalid-document_hash-0003,document_hash,3,False,False,document_hash,document_hash,True,False,False,True,0754765b8214bac14ce1585cfab3d41e9aec514eb017a63a8f7673a22909845a,0.075933625,artifact document hash matches exact problem document
invalid-document_hash-0004,document_hash,4,False,False,document_hash,document_hash,True,False,False,True,94c092959e49d92421134366d3102e17007e84a0218fb18571d87cece9cfee4e,0.075778666,artifact document hash matches exact problem document
invalid-document_hash-0005,document_hash,5,False,False,document_hash,document_hash,True,False,False,True,3733727649c5fb503c00ca359ec01839146004d55b97c4f1d903bc813df62540,0.076572500,artifact document hash matches exact problem document
invalid-document_hash-0006,document_hash,6,False,False,document_hash,document_hash,True,False,False,True,e801a87b73d9c2739b96ef7baaa82e25e949a7bf8ab5523faa672b471a740171,0.076900209,artifact document hash matches exact problem document
invalid-document_hash-0007,document_hash,7,False,False,document_hash,document_hash,True,False,False,True,a150049f192b44d4bf261d15d0574d9fe34a49a0a5ccd981bc1b0fb6e3b0f090,0.076498792,artifact document hash matches exact problem document
invalid-document_hash-0008,document_hash,8,False,False,document_hash,document_hash,True,False,False,True,09394c8e63e2cd48ce28ee865b18bb2c096189896c0f1b953fca151238a88ed7,0.075923417,artifact document hash matches exact problem document
invalid-document_hash-0009,document_hash,9,False,False,document_hash,document_hash,True,False,False,True,19098c04cae70f825eb6d5c72b625d6f585fd55ebfeddd7da91373f6f34c6155,0.076337209,artifact document hash matches exact problem document
invalid-document_hash-0010,document_hash,10,False,False,document_hash,document_hash,True,False,False,True,3b53b8761a7e9a8bdcc1359a0d7549e4c584e63a34a150971e5761d3605fe1ff,0.075460667,artifact document hash matches exact problem document
invalid-document_hash-0011,document_hash,11,False,False,document_hash,document_hash,True,False,False,True,19750151f42500297247c76aa93ba4473cc2074f557f9ccfa2861a5d60f40968,0.075001209,artifact document hash matches exact problem document
invalid-document_hash-0012,document_hash,12,False,False,document_hash,document_hash,True,False,False,True,b15d1f56ec8ae5ff889ef9a8b29348879424eaac02748a8ccdfc4c793c1f36bb,0.075941209,artifact document hash matches exact problem document
invalid-document_hash-0013,document_hash,13,False,False,document_hash,document_hash,True,False,False,True,9bfb7dde21d63ed99ce84202f5df87db59b533417985a3dd592b1be9e37c5df1,0.076834958,artifact document hash matches exact problem document
invalid-document_hash-0014,document_hash,14,False,False,document_hash,document_hash,True,False,False,True,fb6db766e228d6545f3002f1ad326962e2c160fb69f1f63d6105c0bdf3fbf63f,0.075406708,artifact document hash matches exact problem document
invalid-document_hash-0015,document_hash,15,False,False,document_hash,document_hash,True,False,False,True,a0e418ad801c4f890b2a11575d3246e5f05a407c35216fafaeb3aaa388b80e90,0.074532000,artifact document hash matches exact problem document
